"interaction","cell1","cell2","p-value"
"COL9A3_ITGA10_ITGB1","NK Cell","NK Cell","0"
"COL9A3_ITGA10_ITGB1","T Cell","NK Cell","0.01"
"COL1A1_ITGA11_ITGB1","T Cell","Macrophage","0"
"COL1A1_ITGA11_ITGB1","NK Cell","NK Cell","0.01"
"COL1A1_ITGA11_ITGB1","T Cell","NK Cell","0"
"COL4A1_ITGA11_ITGB1","Macrophage","Macrophage","0"
"COL4A1_ITGA11_ITGB1","Macrophage","NK Cell","0"
"COL4A3_ITGA11_ITGB1","Macrophage","Macrophage","0"
"COL4A3_ITGA11_ITGB1","Macrophage","NK Cell","0"
"COL4A4_ITGA11_ITGB1","NK Cell","Macrophage","0"
"COL4A4_ITGA11_ITGB1","B Cell","NK Cell","0.04"
"COL4A4_ITGA11_ITGB1","Macrophage","NK Cell","0.03"
"COL4A4_ITGA11_ITGB1","NK Cell","NK Cell","0.01"
"COL4A5_ITGA11_ITGB1","B Cell","Macrophage","0.02"
"COL4A5_ITGA11_ITGB1","Macrophage","Macrophage","0"
"COL4A5_ITGA11_ITGB1","B Cell","NK Cell","0"
"COL4A5_ITGA11_ITGB1","Macrophage","NK Cell","0"
"COL9A2_ITGA11_ITGB1","B Cell","Macrophage","0"
"COL9A2_ITGA11_ITGB1","T Cell","Macrophage","0.01"
"COL9A2_ITGA11_ITGB1","B Cell","NK Cell","0"
"COL9A2_ITGA11_ITGB1","T Cell","NK Cell","0"
"COL9A3_ITGA11_ITGB1","NK Cell","Macrophage","0"
"COL9A3_ITGA11_ITGB1","T Cell","Macrophage","0"
"COL9A3_ITGA11_ITGB1","NK Cell","NK Cell","0"
"COL9A3_ITGA11_ITGB1","T Cell","NK Cell","0"
"DSPP_ITGAV_ITGB1","B Cell","Macrophage","0"
"DSPP_ITGAV_ITGB1","Macrophage","Macrophage","0"
"DSPP_ITGAV_ITGB1","NK Cell","Macrophage","0"
"DSPP_ITGAV_ITGB1","T Cell","Macrophage","0"
"DSPP_ITGAV_ITGB1","B Cell","NK Cell","0"
"DSPP_ITGAV_ITGB1","Macrophage","NK Cell","0.02"
"DSPP_ITGAV_ITGB1","NK Cell","NK Cell","0.02"
"DSPP_ITGAV_ITGB1","T Cell","NK Cell","0.03"
"VWF_ITGAV_ITGB3","Macrophage","Macrophage","0"
"VWF_ITGAV_ITGB3","B Cell","T Cell","0"
"VWF_ITGAV_ITGB3","Macrophage","T Cell","0"
"TNR_ITGAV_ITGB3","B Cell","T Cell","0"
"TNR_ITGAV_ITGB3","Macrophage","T Cell","0"
"TNR_ITGAV_ITGB3","T Cell","T Cell","0.02"
"TNN_ITGAV_ITGB3","B Cell","Macrophage","0.01"
"TNN_ITGAV_ITGB3","B Cell","T Cell","0"
"TNN_ITGAV_ITGB3","T Cell","T Cell","0"
"TNXB_ITGAV_ITGB3","Macrophage","Macrophage","0"
"TNXB_ITGAV_ITGB3","B Cell","T Cell","0"
"TNXB_ITGAV_ITGB3","Macrophage","T Cell","0"
"THBS3_ITGAV_ITGB3","Macrophage","B Cell","0"
"THBS3_ITGAV_ITGB3","Macrophage","Macrophage","0"
"THBS3_ITGAV_ITGB3","Macrophage","NK Cell","0.01"
"THBS3_ITGAV_ITGB3","Macrophage","T Cell","0"
"COMP_ITGAV_ITGB3","B Cell","T Cell","0.04"
"COMP_ITGAV_ITGB3","Macrophage","T Cell","0.02"
"COMP_ITGAV_ITGB3","T Cell","T Cell","0"
"VWF_ITGA2B_ITGB3","B Cell","T Cell","0"
"VWF_ITGA2B_ITGB3","Macrophage","T Cell","0"
"VWF_ITGA2B_ITGB3","T Cell","T Cell","0.01"
"TNR_ITGA2B_ITGB3","B Cell","T Cell","0"
"TNR_ITGA2B_ITGB3","Macrophage","T Cell","0"
"TNR_ITGA2B_ITGB3","NK Cell","T Cell","0.04"
"TNR_ITGA2B_ITGB3","T Cell","T Cell","0"
"TNN_ITGA2B_ITGB3","B Cell","T Cell","0"
"TNN_ITGA2B_ITGB3","NK Cell","T Cell","0"
"TNN_ITGA2B_ITGB3","T Cell","T Cell","0"
"TNXB_ITGA2B_ITGB3","B Cell","T Cell","0"
"TNXB_ITGA2B_ITGB3","Macrophage","T Cell","0"
"TNXB_ITGA2B_ITGB3","NK Cell","T Cell","0.02"
"TNXB_ITGA2B_ITGB3","T Cell","T Cell","0"
"TNR_ITGAV_ITGB6","B Cell","B Cell","0"
"TNR_ITGAV_ITGB6","B Cell","Macrophage","0"
"TNR_ITGAV_ITGB6","B Cell","NK Cell","0"
"TNR_ITGAV_ITGB6","B Cell","T Cell","0.04"
"TNN_ITGAV_ITGB6","B Cell","B Cell","0"
"TNN_ITGAV_ITGB6","T Cell","B Cell","0.01"
"TNN_ITGAV_ITGB6","B Cell","Macrophage","0"
"TNN_ITGAV_ITGB6","T Cell","Macrophage","0"
"TNN_ITGAV_ITGB6","B Cell","NK Cell","0"
"TNN_ITGAV_ITGB6","T Cell","NK Cell","0"
"TNN_ITGAV_ITGB6","B Cell","T Cell","0"
"TNXB_ITGAV_ITGB6","Macrophage","B Cell","0"
"TNXB_ITGAV_ITGB6","Macrophage","Macrophage","0"
"TNXB_ITGAV_ITGB6","Macrophage","NK Cell","0"
"TNXB_ITGAV_ITGB6","Macrophage","T Cell","0"
"DSPP_ITGAV_ITGB6","B Cell","Macrophage","0.01"
"DSPP_ITGAV_ITGB6","B Cell","NK Cell","0"
"DSPP_ITGAV_ITGB6","Macrophage","NK Cell","0.02"
"DSPP_ITGAV_ITGB6","NK Cell","NK Cell","0.04"
"DSPP_ITGAV_ITGB6","T Cell","NK Cell","0.04"
"LAMA3_ITGAV_ITGB8","Macrophage","B Cell","0"
"LAMA3_ITGAV_ITGB8","Macrophage","Macrophage","0"
"LAMA3_ITGAV_ITGB8","Macrophage","NK Cell","0"
"LAMA3_ITGAV_ITGB8","Macrophage","T Cell","0"
"LAMB1_ITGAV_ITGB8","NK Cell","B Cell","0"
"LAMB1_ITGAV_ITGB8","NK Cell","Macrophage","0"
"LAMB1_ITGAV_ITGB8","NK Cell","NK Cell","0"
"LAMB1_ITGAV_ITGB8","NK Cell","T Cell","0"
"LAMB2_ITGAV_ITGB8","Macrophage","B Cell","0"
"LAMB2_ITGAV_ITGB8","Macrophage","Macrophage","0"
"LAMB2_ITGAV_ITGB8","Macrophage","NK Cell","0"
"LAMB2_ITGAV_ITGB8","Macrophage","T Cell","0"
"LAMB3_ITGAV_ITGB8","B Cell","B Cell","0"
"LAMB3_ITGAV_ITGB8","NK Cell","B Cell","0.01"
"LAMB3_ITGAV_ITGB8","B Cell","Macrophage","0"
"LAMB3_ITGAV_ITGB8","B Cell","NK Cell","0"
"LAMB3_ITGAV_ITGB8","NK Cell","NK Cell","0.03"
"LAMB3_ITGAV_ITGB8","B Cell","T Cell","0"
"LAMB3_ITGAV_ITGB8","NK Cell","T Cell","0.02"
"LAMC1_ITGAV_ITGB8","B Cell","B Cell","0.03"
"LAMC1_ITGAV_ITGB8","Macrophage","B Cell","0"
"LAMC1_ITGAV_ITGB8","Macrophage","Macrophage","0"
"LAMC1_ITGAV_ITGB8","Macrophage","NK Cell","0"
"LAMC1_ITGAV_ITGB8","Macrophage","T Cell","0"
"LAMC2_ITGAV_ITGB8","B Cell","B Cell","0"
"LAMC2_ITGAV_ITGB8","T Cell","B Cell","0.04"
"LAMC2_ITGAV_ITGB8","B Cell","NK Cell","0.01"
"LAMC2_ITGAV_ITGB8","B Cell","T Cell","0"
"LAMC3_ITGAV_ITGB8","T Cell","B Cell","0"
"LAMC3_ITGAV_ITGB8","T Cell","NK Cell","0"
"LAMC3_ITGAV_ITGB8","T Cell","T Cell","0.01"
"COL1A1_ITGAV_ITGB8","T Cell","B Cell","0"
"COL1A1_ITGAV_ITGB8","T Cell","NK Cell","0.01"
"COL1A1_ITGAV_ITGB8","T Cell","T Cell","0.01"
"COL4A1_ITGAV_ITGB8","Macrophage","B Cell","0"
"COL4A1_ITGAV_ITGB8","Macrophage","NK Cell","0"
"COL4A1_ITGAV_ITGB8","Macrophage","T Cell","0"
"COL4A3_ITGAV_ITGB8","Macrophage","B Cell","0.02"
"COL4A3_ITGAV_ITGB8","Macrophage","NK Cell","0.03"
"COL4A3_ITGAV_ITGB8","Macrophage","T Cell","0"
"COL4A4_ITGAV_ITGB8","NK Cell","B Cell","0.02"
"COL4A4_ITGAV_ITGB8","NK Cell","NK Cell","0"
"COL4A4_ITGAV_ITGB8","NK Cell","T Cell","0"
"COL4A5_ITGAV_ITGB8","B Cell","B Cell","0.01"
"COL4A5_ITGAV_ITGB8","Macrophage","B Cell","0"
"COL4A5_ITGAV_ITGB8","Macrophage","Macrophage","0.02"
"COL4A5_ITGAV_ITGB8","Macrophage","NK Cell","0"
"COL4A5_ITGAV_ITGB8","Macrophage","T Cell","0"
"COL9A2_ITGAV_ITGB8","B Cell","B Cell","0.01"
"COL9A2_ITGAV_ITGB8","T Cell","B Cell","0.02"
"COL9A2_ITGAV_ITGB8","B Cell","NK Cell","0.01"
"COL9A2_ITGAV_ITGB8","B Cell","T Cell","0.01"
"COL9A3_ITGAV_ITGB8","NK Cell","B Cell","0.01"
"COL9A3_ITGAV_ITGB8","T Cell","B Cell","0"
"COL9A3_ITGAV_ITGB8","NK Cell","NK Cell","0.04"
"COL9A3_ITGAV_ITGB8","T Cell","NK Cell","0"
"COL9A3_ITGAV_ITGB8","NK Cell","T Cell","0.01"
"COL9A3_ITGAV_ITGB8","T Cell","T Cell","0.03"
"LAMA3_ITGA6_ITGB4","Macrophage","Macrophage","0"
"LAMA3_ITGA6_ITGB4","Macrophage","T Cell","0"
"LAMB1_ITGA6_ITGB4","B Cell","Macrophage","0"
"LAMB1_ITGA6_ITGB4","Macrophage","Macrophage","0.04"
"LAMB1_ITGA6_ITGB4","NK Cell","Macrophage","0"
"LAMB1_ITGA6_ITGB4","NK Cell","T Cell","0.01"
"LAMB2_ITGA6_ITGB4","B Cell","Macrophage","0"
"LAMB2_ITGA6_ITGB4","Macrophage","Macrophage","0"
"LAMB2_ITGA6_ITGB4","Macrophage","T Cell","0.01"
"LAMB3_ITGA6_ITGB4","B Cell","Macrophage","0"
"LAMB3_ITGA6_ITGB4","NK Cell","Macrophage","0"
"LAMB3_ITGA6_ITGB4","T Cell","Macrophage","0.04"
"LAMB3_ITGA6_ITGB4","B Cell","T Cell","0.01"
"LAMC1_ITGA6_ITGB4","B Cell","Macrophage","0"
"LAMC1_ITGA6_ITGB4","Macrophage","Macrophage","0"
"LAMC1_ITGA6_ITGB4","Macrophage","T Cell","0.01"
"LAMC2_ITGA6_ITGB4","B Cell","Macrophage","0"
"LAMC2_ITGA6_ITGB4","Macrophage","Macrophage","0.01"
"LAMC2_ITGA6_ITGB4","NK Cell","Macrophage","0"
"LAMC2_ITGA6_ITGB4","T Cell","Macrophage","0"
"LAMC3_ITGA6_ITGB4","B Cell","Macrophage","0"
"LAMC3_ITGA6_ITGB4","Macrophage","Macrophage","0"
"LAMC3_ITGA6_ITGB4","NK Cell","Macrophage","0"
"LAMC3_ITGA6_ITGB4","T Cell","Macrophage","0"
"COL1A1_SDC1","B Cell","B Cell","0"
"COL1A1_SDC1","Macrophage","B Cell","0"
"COL1A1_SDC1","NK Cell","B Cell","0"
"COL1A1_SDC1","T Cell","B Cell","0"
"COL4A1_SDC1","B Cell","B Cell","0"
"COL4A1_SDC1","Macrophage","B Cell","0"
"COL4A1_SDC1","NK Cell","B Cell","0"
"COL4A1_SDC1","T Cell","B Cell","0"
"COL4A3_SDC1","B Cell","B Cell","0"
"COL4A3_SDC1","Macrophage","B Cell","0"
"COL4A3_SDC1","NK Cell","B Cell","0"
"COL4A3_SDC1","T Cell","B Cell","0"
"COL4A4_SDC1","B Cell","B Cell","0"
"COL4A4_SDC1","Macrophage","B Cell","0"
"COL4A4_SDC1","NK Cell","B Cell","0"
"COL4A4_SDC1","T Cell","B Cell","0"
"COL4A5_SDC1","B Cell","B Cell","0"
"COL4A5_SDC1","Macrophage","B Cell","0"
"COL4A5_SDC1","NK Cell","B Cell","0"
"COL4A5_SDC1","T Cell","B Cell","0"
"COL9A2_SDC1","B Cell","B Cell","0"
"COL9A2_SDC1","Macrophage","B Cell","0"
"COL9A2_SDC1","NK Cell","B Cell","0"
"COL9A2_SDC1","T Cell","B Cell","0"
"COL9A3_SDC1","B Cell","B Cell","0"
"COL9A3_SDC1","Macrophage","B Cell","0"
"COL9A3_SDC1","NK Cell","B Cell","0"
"COL9A3_SDC1","T Cell","B Cell","0"
"TNR_SDC1","B Cell","B Cell","0"
"TNR_SDC1","Macrophage","B Cell","0"
"TNR_SDC1","NK Cell","B Cell","0"
"TNR_SDC1","T Cell","B Cell","0"
"TNN_SDC1","B Cell","B Cell","0"
"TNN_SDC1","Macrophage","B Cell","0"
"TNN_SDC1","NK Cell","B Cell","0"
"TNN_SDC1","T Cell","B Cell","0"
"TNN_SDC1","B Cell","Macrophage","0.04"
"TNXB_SDC1","B Cell","B Cell","0"
"TNXB_SDC1","Macrophage","B Cell","0"
"TNXB_SDC1","NK Cell","B Cell","0"
"TNXB_SDC1","T Cell","B Cell","0"
"THBS3_SDC1","B Cell","B Cell","0.02"
"THBS3_SDC1","Macrophage","B Cell","0"
"THBS3_SDC1","NK Cell","B Cell","0.02"
"THBS3_SDC1","T Cell","B Cell","0.02"
"THBS3_SDC1","Macrophage","Macrophage","0"
"THBS3_SDC1","Macrophage","T Cell","0.04"
"COMP_SDC1","B Cell","B Cell","0"
"COMP_SDC1","Macrophage","B Cell","0"
"COMP_SDC1","NK Cell","B Cell","0"
"COMP_SDC1","T Cell","B Cell","0"
"COL1A1_SDC4","B Cell","B Cell","0"
"COL1A1_SDC4","Macrophage","B Cell","0"
"COL1A1_SDC4","NK Cell","B Cell","0"
"COL1A1_SDC4","T Cell","B Cell","0"
"COL4A1_SDC4","B Cell","B Cell","0"
"COL4A1_SDC4","Macrophage","B Cell","0"
"COL4A1_SDC4","NK Cell","B Cell","0"
"COL4A1_SDC4","T Cell","B Cell","0"
"COL4A1_SDC4","Macrophage","NK Cell","0.03"
"COL4A3_SDC4","B Cell","B Cell","0"
"COL4A3_SDC4","Macrophage","B Cell","0"
"COL4A3_SDC4","NK Cell","B Cell","0"
"COL4A3_SDC4","T Cell","B Cell","0"
"COL4A4_SDC4","B Cell","B Cell","0"
"COL4A4_SDC4","Macrophage","B Cell","0"
"COL4A4_SDC4","NK Cell","B Cell","0"
"COL4A4_SDC4","T Cell","B Cell","0"
"COL4A5_SDC4","B Cell","B Cell","0"
"COL4A5_SDC4","Macrophage","B Cell","0"
"COL4A5_SDC4","NK Cell","B Cell","0"
"COL4A5_SDC4","T Cell","B Cell","0"
"COL4A5_SDC4","Macrophage","NK Cell","0.01"
"COL9A2_SDC4","B Cell","B Cell","0"
"COL9A2_SDC4","Macrophage","B Cell","0"
"COL9A2_SDC4","NK Cell","B Cell","0"
"COL9A2_SDC4","T Cell","B Cell","0"
"COL9A2_SDC4","B Cell","NK Cell","0.04"
"COL9A3_SDC4","B Cell","B Cell","0"
"COL9A3_SDC4","Macrophage","B Cell","0"
"COL9A3_SDC4","NK Cell","B Cell","0"
"COL9A3_SDC4","T Cell","B Cell","0"
"TNR_SDC4","B Cell","B Cell","0"
"TNR_SDC4","Macrophage","B Cell","0"
"TNR_SDC4","NK Cell","B Cell","0"
"TNR_SDC4","T Cell","B Cell","0"
"TNR_SDC4","B Cell","NK Cell","0.02"
"TNN_SDC4","B Cell","B Cell","0"
"TNN_SDC4","Macrophage","B Cell","0"
"TNN_SDC4","NK Cell","B Cell","0"
"TNN_SDC4","T Cell","B Cell","0"
"TNN_SDC4","B Cell","NK Cell","0.01"
"TNXB_SDC4","B Cell","B Cell","0"
"TNXB_SDC4","Macrophage","B Cell","0"
"TNXB_SDC4","NK Cell","B Cell","0"
"TNXB_SDC4","T Cell","B Cell","0"
"TNXB_SDC4","Macrophage","NK Cell","0.02"
"THBS3_SDC4","B Cell","B Cell","0"
"THBS3_SDC4","Macrophage","B Cell","0"
"THBS3_SDC4","NK Cell","B Cell","0.03"
"THBS3_SDC4","T Cell","B Cell","0.03"
"THBS3_SDC4","Macrophage","NK Cell","0"
"COMP_SDC4","B Cell","B Cell","0"
"COMP_SDC4","Macrophage","B Cell","0"
"COMP_SDC4","NK Cell","B Cell","0"
"COMP_SDC4","T Cell","B Cell","0"
"LAMA3_SV2A","Macrophage","B Cell","0"
"LAMA3_SV2A","Macrophage","NK Cell","0"
"LAMA3_SV2A","Macrophage","T Cell","0"
"LAMB1_SV2A","NK Cell","B Cell","0"
"LAMB1_SV2A","NK Cell","NK Cell","0"
"LAMB1_SV2A","B Cell","T Cell","0.01"
"LAMB1_SV2A","NK Cell","T Cell","0"
"LAMB2_SV2A","Macrophage","B Cell","0"
"LAMB2_SV2A","Macrophage","NK Cell","0.03"
"LAMB2_SV2A","B Cell","T Cell","0.02"
"LAMB2_SV2A","Macrophage","T Cell","0"
"LAMB3_SV2A","B Cell","B Cell","0"
"LAMB3_SV2A","NK Cell","B Cell","0"
"LAMB3_SV2A","B Cell","NK Cell","0"
"LAMB3_SV2A","B Cell","T Cell","0"
"LAMB3_SV2A","NK Cell","T Cell","0"
"LAMB3_SV2A","T Cell","T Cell","0.03"
"LAMC1_SV2A","B Cell","B Cell","0.01"
"LAMC1_SV2A","Macrophage","B Cell","0"
"LAMC1_SV2A","Macrophage","NK Cell","0.03"
"LAMC1_SV2A","B Cell","T Cell","0"
"LAMC1_SV2A","Macrophage","T Cell","0"
"LAMC2_SV2A","B Cell","B Cell","0.01"
"LAMC2_SV2A","B Cell","T Cell","0"
"LAMC2_SV2A","Macrophage","T Cell","0.01"
"LAMC2_SV2A","NK Cell","T Cell","0.01"
"LAMC2_SV2A","T Cell","T Cell","0"
"LAMC3_SV2A","T Cell","B Cell","0"
"LAMC3_SV2A","B Cell","T Cell","0"
"LAMC3_SV2A","Macrophage","T Cell","0.01"
"LAMC3_SV2A","NK Cell","T Cell","0"
"LAMC3_SV2A","T Cell","T Cell","0"
"LAMA3_SV2B","Macrophage","B Cell","0"
"LAMA3_SV2B","Macrophage","Macrophage","0"
"LAMA3_SV2B","Macrophage","NK Cell","0"
"LAMA3_SV2B","Macrophage","T Cell","0"
"LAMB1_SV2B","B Cell","B Cell","0.01"
"LAMB1_SV2B","NK Cell","B Cell","0"
"LAMB1_SV2B","NK Cell","Macrophage","0"
"LAMB1_SV2B","NK Cell","NK Cell","0"
"LAMB1_SV2B","NK Cell","T Cell","0"
"LAMB2_SV2B","B Cell","B Cell","0"
"LAMB2_SV2B","Macrophage","B Cell","0"
"LAMB2_SV2B","Macrophage","Macrophage","0.01"
"LAMB2_SV2B","Macrophage","NK Cell","0"
"LAMB2_SV2B","Macrophage","T Cell","0.02"
"LAMB3_SV2B","B Cell","B Cell","0"
"LAMB3_SV2B","NK Cell","B Cell","0"
"LAMB3_SV2B","T Cell","B Cell","0.04"
"LAMB3_SV2B","B Cell","Macrophage","0"
"LAMB3_SV2B","B Cell","NK Cell","0"
"LAMB3_SV2B","B Cell","T Cell","0"
"LAMC1_SV2B","B Cell","B Cell","0"
"LAMC1_SV2B","Macrophage","B Cell","0"
"LAMC1_SV2B","Macrophage","Macrophage","0.02"
"LAMC1_SV2B","Macrophage","NK Cell","0.01"
"LAMC1_SV2B","Macrophage","T Cell","0"
"LAMC2_SV2B","B Cell","B Cell","0"
"LAMC2_SV2B","Macrophage","B Cell","0.01"
"LAMC2_SV2B","NK Cell","B Cell","0.01"
"LAMC2_SV2B","T Cell","B Cell","0"
"LAMC3_SV2B","B Cell","B Cell","0"
"LAMC3_SV2B","Macrophage","B Cell","0.02"
"LAMC3_SV2B","NK Cell","B Cell","0.01"
"LAMC3_SV2B","T Cell","B Cell","0"
"LAMC3_SV2B","T Cell","NK Cell","0.03"
"LAMA3_SV2C","Macrophage","NK Cell","0"
"LAMA3_SV2C","Macrophage","T Cell","0"
"LAMB1_SV2C","B Cell","NK Cell","0"
"LAMB1_SV2C","Macrophage","NK Cell","0"
"LAMB1_SV2C","NK Cell","NK Cell","0"
"LAMB1_SV2C","T Cell","NK Cell","0.03"
"LAMB1_SV2C","B Cell","T Cell","0.03"
"LAMB1_SV2C","NK Cell","T Cell","0"
"LAMB2_SV2C","B Cell","NK Cell","0"
"LAMB2_SV2C","Macrophage","NK Cell","0"
"LAMB2_SV2C","NK Cell","NK Cell","0"
"LAMB2_SV2C","Macrophage","T Cell","0"
"LAMB3_SV2C","B Cell","NK Cell","0"
"LAMB3_SV2C","NK Cell","NK Cell","0"
"LAMB3_SV2C","T Cell","NK Cell","0.01"
"LAMB3_SV2C","B Cell","T Cell","0"
"LAMB3_SV2C","NK Cell","T Cell","0"
"LAMC1_SV2C","B Cell","NK Cell","0"
"LAMC1_SV2C","Macrophage","NK Cell","0"
"LAMC1_SV2C","B Cell","T Cell","0.01"
"LAMC1_SV2C","Macrophage","T Cell","0"
"LAMC2_SV2C","B Cell","NK Cell","0"
"LAMC2_SV2C","Macrophage","NK Cell","0.01"
"LAMC2_SV2C","NK Cell","NK Cell","0"
"LAMC2_SV2C","T Cell","NK Cell","0"
"LAMC2_SV2C","B Cell","T Cell","0"
"LAMC2_SV2C","T Cell","T Cell","0"
"LAMC3_SV2C","B Cell","NK Cell","0.02"
"LAMC3_SV2C","Macrophage","NK Cell","0"
"LAMC3_SV2C","NK Cell","NK Cell","0.02"
"LAMC3_SV2C","T Cell","NK Cell","0"
"LAMC3_SV2C","NK Cell","T Cell","0.04"
"LAMC3_SV2C","T Cell","T Cell","0"
"VWF_GP1BA_GP1BB_GP5_GP9","Macrophage","B Cell","0"
"VWF_GP1BA_GP1BB_GP5_GP9","Macrophage","Macrophage","0"
"VWF_GP1BA_GP1BB_GP5_GP9","B Cell","NK Cell","0"
"VWF_GP1BA_GP1BB_GP5_GP9","Macrophage","NK Cell","0"
"VWF_GP1BA_GP1BB_GP5_GP9","B Cell","T Cell","0.04"
"VWF_GP1BA_GP1BB_GP5_GP9","Macrophage","T Cell","0"
"COL1A1_GP6","T Cell","B Cell","0.02"
"COL1A1_GP6","B Cell","NK Cell","0"
"COL1A1_GP6","Macrophage","NK Cell","0"
"COL1A1_GP6","NK Cell","NK Cell","0"
"COL1A1_GP6","T Cell","NK Cell","0"
"COL4A1_GP6","Macrophage","B Cell","0.02"
"COL4A1_GP6","B Cell","NK Cell","0"
"COL4A1_GP6","Macrophage","NK Cell","0"
"COL4A1_GP6","NK Cell","NK Cell","0.01"
"COL4A1_GP6","T Cell","NK Cell","0"
"COL4A3_GP6","Macrophage","B Cell","0.03"
"COL4A3_GP6","B Cell","NK Cell","0"
"COL4A3_GP6","Macrophage","NK Cell","0"
"COL4A3_GP6","T Cell","NK Cell","0.01"
"COL4A4_GP6","B Cell","NK Cell","0"
"COL4A4_GP6","Macrophage","NK Cell","0"
"COL4A4_GP6","NK Cell","NK Cell","0"
"COL4A4_GP6","T Cell","NK Cell","0"
"COL4A5_GP6","Macrophage","B Cell","0"
"COL4A5_GP6","Macrophage","Macrophage","0"
"COL4A5_GP6","B Cell","NK Cell","0"
"COL4A5_GP6","Macrophage","NK Cell","0"
"COL9A2_GP6","B Cell","B Cell","0.03"
"COL9A2_GP6","B Cell","NK Cell","0"
"COL9A2_GP6","Macrophage","NK Cell","0"
"COL9A2_GP6","NK Cell","NK Cell","0"
"COL9A2_GP6","T Cell","NK Cell","0"
"COL9A3_GP6","NK Cell","B Cell","0.04"
"COL9A3_GP6","B Cell","NK Cell","0"
"COL9A3_GP6","NK Cell","NK Cell","0"
"COL9A3_GP6","T Cell","NK Cell","0"
"AGRN_DAG1","Macrophage","B Cell","0.01"
"AGRN_DAG1","Macrophage","Macrophage","0"
"AGRN_DAG1","NK Cell","Macrophage","0"
"AGRN_DAG1","T Cell","Macrophage","0"
"AGRN_DAG1","Macrophage","T Cell","0"
"HSPG2_DAG1","B Cell","B Cell","0"
"HSPG2_DAG1","B Cell","Macrophage","0"
"HSPG2_DAG1","Macrophage","Macrophage","0"
"HSPG2_DAG1","B Cell","NK Cell","0.01"
"HSPG2_DAG1","B Cell","T Cell","0"
"LAMA3_DAG1","Macrophage","B Cell","0"
"LAMA3_DAG1","Macrophage","Macrophage","0"
"LAMA3_DAG1","Macrophage","NK Cell","0.01"
"LAMA3_DAG1","Macrophage","T Cell","0"
"LAMB1_DAG1","NK Cell","B Cell","0"
"LAMB1_DAG1","B Cell","Macrophage","0.01"
"LAMB1_DAG1","NK Cell","Macrophage","0"
"LAMB1_DAG1","NK Cell","T Cell","0"
"LAMB2_DAG1","Macrophage","B Cell","0"
"LAMB2_DAG1","B Cell","Macrophage","0.01"
"LAMB2_DAG1","Macrophage","Macrophage","0"
"LAMB2_DAG1","Macrophage","T Cell","0"
"LAMB3_DAG1","B Cell","B Cell","0"
"LAMB3_DAG1","B Cell","Macrophage","0"
"LAMB3_DAG1","NK Cell","Macrophage","0"
"LAMB3_DAG1","B Cell","NK Cell","0.04"
"LAMB3_DAG1","B Cell","T Cell","0"
"LAMC1_DAG1","Macrophage","B Cell","0"
"LAMC1_DAG1","B Cell","Macrophage","0"
"LAMC1_DAG1","Macrophage","Macrophage","0"
"LAMC1_DAG1","Macrophage","T Cell","0"
"LAMC2_DAG1","B Cell","B Cell","0.02"
"LAMC2_DAG1","B Cell","Macrophage","0"
"LAMC2_DAG1","Macrophage","Macrophage","0.02"
"LAMC2_DAG1","NK Cell","Macrophage","0.02"
"LAMC2_DAG1","T Cell","Macrophage","0"
"LAMC2_DAG1","B Cell","T Cell","0.03"
"LAMC3_DAG1","T Cell","B Cell","0.04"
"LAMC3_DAG1","B Cell","Macrophage","0.03"
"LAMC3_DAG1","Macrophage","Macrophage","0.04"
"LAMC3_DAG1","NK Cell","Macrophage","0"
"LAMC3_DAG1","T Cell","Macrophage","0"
"LAMC3_DAG1","T Cell","T Cell","0"
"CADM1_CADM1","Macrophage","Macrophage","0"
"CADM1_CADM1","NK Cell","Macrophage","0"
"CADM1_CADM1","Macrophage","NK Cell","0"
"CD1D2_PIRA2","T Cell","B Cell","0"
"CD1D2_PIRA2","B Cell","Macrophage","0.01"
"CD1D2_PIRA2","NK Cell","Macrophage","0"
"CD1D2_PIRA2","T Cell","Macrophage","0"
"CD200_CD200R1","B Cell","Macrophage","0"
"CD200_CD200R1","T Cell","Macrophage","0"
"CD200_CD200R1","B Cell","T Cell","0"
"CD200_CD200R3","B Cell","Macrophage","0"
"CD200_CD200R3","B Cell","T Cell","0"
"CD200_CD200R3","T Cell","T Cell","0"
"CD200_CD200R4","B Cell","Macrophage","0"
"CD200_CD200R4","B Cell","NK Cell","0"
"CD200_CD200R4","T Cell","NK Cell","0"
"CD226_NECTIN2","NK Cell","Macrophage","0"
"CD226_NECTIN2","T Cell","Macrophage","0"
"CD226_PVR","NK Cell","Macrophage","0"
"CD226_PVR","T Cell","Macrophage","0"
"CD226_PVR","NK Cell","T Cell","0"
"CD226_PVR","T Cell","T Cell","0"
"FCER2A_ITGAV_ITGB3","B Cell","B Cell","0"
"FCER2A_ITGAV_ITGB3","B Cell","Macrophage","0"
"FCER2A_ITGAV_ITGB3","B Cell","NK Cell","0"
"FCER2A_ITGAV_ITGB3","B Cell","T Cell","0"
"FCER2A_CR2","B Cell","B Cell","0"
"FCER2A_CR2","NK Cell","B Cell","0.02"
"FCER2A_CR2","B Cell","Macrophage","0.02"
"FCER2A_CR2","B Cell","NK Cell","0.01"
"FCER2A_CR2","B Cell","T Cell","0.01"
"ENTPD1_ADORA1","Macrophage","B Cell","0"
"ENTPD1_ADORA1","Macrophage","Macrophage","0"
"ENTPD1_ADORA1","Macrophage","NK Cell","0"
